,code,name,cl,cljg,qz,files,gxsj
70,002949,华阳国际,策略6,ai样本买点,3,aiyb3,202009080121
199,603678,火炬电子,策略6,ai样本买点,3,aiyb3,202009080121
347,600588,用友网络,策略6,ai样本买点,3,aiyb3,202009080121
576,600077,宋都股份,策略6,ai样本买点,3,aiyb3,202009080121
619,600765,中航重机,策略6,ai样本买点,3,aiyb3,202009080121
698,000880,潍柴重机,策略6,ai样本买点,3,aiyb3,202009080121
822,603901,永创智能,策略6,ai样本买点,3,aiyb3,202009080121
952,600178,东安动力,策略6,ai样本买点,3,aiyb3,202009080121
1040,600283,钱江水利,策略6,ai样本买点,3,aiyb3,202009080121
1256,002321,华英农业,策略6,ai样本买点,3,aiyb3,202009080121
1272,600037,歌华有线,策略6,ai样本买点,3,aiyb3,202009080121
1425,600184,光电股份,策略6,ai样本买点,3,aiyb3,202009080121
1500,002127,南极电商,策略6,ai样本买点,3,aiyb3,202009080121
1519,600435,北方导航,策略6,ai样本买点,3,aiyb3,202009080121
1583,600620,天宸股份,策略6,ai样本买点,3,aiyb3,202009080121
1672,002476,宝莫股份,策略6,ai样本买点,3,aiyb3,202009080121
1769,002201,九鼎新材,策略6,ai样本买点,3,aiyb3,202009080121
1884,600359,新农开发,策略6,ai样本买点,3,aiyb3,202009080121
1892,603712,七一二,策略6,ai样本买点,3,aiyb3,202009080121
1961,002841,视源股份,策略6,ai样本买点,3,aiyb3,202009080121
1985,002552,宝鼎科技,策略6,ai样本买点,3,aiyb3,202009080121
2004,600756,浪潮软件,策略6,ai样本买点,3,aiyb3,202009080121
2200,002600,领益智造,策略6,ai样本买点,3,aiyb3,202009080121
2210,603305,旭升股份,策略6,ai样本买点,3,aiyb3,202009080121
2222,600391,航发科技,策略6,ai样本买点,3,aiyb3,202009080121
2272,000061,农 产 品,策略6,ai样本买点,3,aiyb3,202009080121
2304,002303,美盈森,策略6,ai样本买点,3,aiyb3,202009080121
2353,600198,大唐电信,策略6,ai样本买点,3,aiyb3,202009080121
2404,600685,中船防务,策略6,ai样本买点,3,aiyb3,202009080121
2466,600183,生益科技,策略6,ai样本买点,3,aiyb3,202009080121
2546,002475,立讯精密,策略6,ai样本买点,3,aiyb3,202009080121
3010,002015,协鑫能科,策略6,ai样本买点,3,aiyb3,202009080121
3096,000906,浙商中拓,策略6,ai样本买点,3,aiyb3,202009080121
3130,000636,风华高科,策略6,ai样本买点,3,aiyb3,202009080121
3143,600361,华联综超,策略6,ai样本买点,3,aiyb3,202009080121
3340,002792,通宇通讯,策略6,ai样本买点,3,aiyb3,202009080121
3459,600635,大众公用,策略6,ai样本买点,3,aiyb3,202009080121
3519,002165,红 宝 丽,策略6,ai样本买点,3,aiyb3,202009080121
3635,300114,中航电测,策略6,ai样本买点,3,aiyb3,202009080121
3637,603515,欧普照明,策略6,ai样本买点,3,aiyb3,202009080121
3722,603727,博迈科,策略6,ai样本买点,3,aiyb3,202009080121
3752,603351,威尔药业,策略6,ai样本买点,3,aiyb3,202009080121
3803,002417,深南股份,策略6,ai样本买点,3,aiyb3,202009080121
3844,000885,城发环境,策略6,ai样本买点,3,aiyb3,202009080121
3856,600217,中再资环,策略6,ai样本买点,3,aiyb3,202009080121
3866,002572,索菲亚,策略6,ai样本买点,3,aiyb3,202009080121
3946,300770,新媒股份,策略6,ai样本买点,3,aiyb3,202009080121
3960,601330,绿色动力,策略6,ai样本买点,3,aiyb3,202009080121
4046,000037,深南电A,策略6,ai样本买点,3,aiyb3,202009080121
4066,000897,津滨发展,策略6,ai样本买点,3,aiyb3,202009080121
4077,300362,天翔环境,策略6,ai样本买点,3,aiyb3,202009080121
