,code,name,cl,clname,gxsj
13,000411,英特集团,1,策略1-处于弱势区域 rs1,202007262355
18,300024,机器人,1,策略1-处于弱势区域 rs1,202007262355
21,000537,广宇发展,1,策略1-处于弱势区域 rs1,202007262355
24,000036,华联控股,1,策略1-处于弱势区域 rs1,202007262355
35,000567,海德股份,1,策略1-处于弱势区域 rs1,202007262355
43,300367,东方网力,1,策略1-处于弱势区域 rs1,202007262355
44,603363,傲农生物,1,策略1-处于弱势区域 rs1,202007262355
47,002471,中超控股,1,策略1-处于弱势区域 rs1,202007262355
49,600589,广东榕泰,1,策略1-处于弱势区域 rs1,202007262355
56,002190,成飞集成,1,策略1-处于弱势区域 rs1,202007262355
57,300387,富邦股份,1,策略1-处于弱势区域 rs1,202007262355
60,603516,淳中科技,1,策略1-处于弱势区域 rs1,202007262355
61,300525,博思软件,1,策略1-处于弱势区域 rs1,202007262355
65,000723,美锦能源,1,策略1-处于弱势区域 rs1,202007262355
70,300169,天晟新材,1,策略1-处于弱势区域 rs1,202007262355
71,300509,新美星,1,策略1-处于弱势区域 rs1,202007262355
72,603536,惠发食品,1,策略1-处于弱势区域 rs1,202007262355
77,603326,我乐家居,1,策略1-处于弱势区域 rs1,202007262355
79,002046,轴研科技,1,策略1-处于弱势区域 rs1,202007262355
80,603989,艾华集团,1,策略1-处于弱势区域 rs1,202007262355
82,002458,益生股份,1,策略1-处于弱势区域 rs1,202007262355
83,603889,新澳股份,1,策略1-处于弱势区域 rs1,202007262355
86,002655,共达电声,1,策略1-处于弱势区域 rs1,202007262355

96,603322,超讯通信,1,策略1-处于弱势区域 rs1,202007262355
98,000810,创维数字,1,策略1-处于弱势区域 rs1,202007262355
101,002234,民和股份,1,策略1-处于弱势区域 rs1,202007262355
103,300441,鲍斯股份,1,策略1-处于弱势区域 rs1,202007262355
105,603689,皖天然气,1,策略1-处于弱势区域 rs1,202007262355
110,002799,环球印务,1,策略1-处于弱势区域 rs1,202007262355
114,300116,坚瑞沃能,1,策略1-处于弱势区域 rs1,202007262355
119,300309,吉艾科技,1,策略1-处于弱势区域 rs1,202007262355
125,002564,天沃科技,1,策略1-处于弱势区域 rs1,202007262355
129,002875,安奈儿,1,策略1-处于弱势区域 rs1,202007262355
132,002523,天桥起重,1,策略1-处于弱势区域 rs1,202007262355
133,600674,川投能源,1,策略1-处于弱势区域 rs1,202007262355
134,002816,和科达,1,策略1-处于弱势区域 rs1,202007262355
136,603160,汇顶科技,1,策略1-处于弱势区域 rs1,202007262355
138,600167,联美控股,1,策略1-处于弱势区域 rs1,202007262355
139,000671,阳 光 城,1,策略1-处于弱势区域 rs1,202007262355
140,600231,凌钢股份,1,策略1-处于弱势区域 rs1,202007262355
142,002536,飞龙股份,1,策略1-处于弱势区域 rs1,202007262355

146,000551,创元科技,1,策略1-处于弱势区域 rs1,202007262355
147,300071,华谊嘉信,1,策略1-处于弱势区域 rs1,202007262355
149,002602,世纪华通,1,策略1-处于弱势区域 rs1,202007262355
151,300249,依米康,1,策略1-处于弱势区域 rs1,202007262355
152,300587,天铁股份,1,策略1-处于弱势区域 rs1,202007262355
153,002299,圣农发展,1,策略1-处于弱势区域 rs1,202007262355
154,002203,海亮股份,1,策略1-处于弱势区域 rs1,202007262355
156,603838,四通股份,1,策略1-处于弱势区域 rs1,202007262355
157,002031,巨轮智能,1,策略1-处于弱势区域 rs1,202007262355
158,002357,富临运业,1,策略1-处于弱势区域 rs1,202007262355
159,002665,首航高科,1,策略1-处于弱势区域 rs1,202007262355
160,600478,科力远,1,策略1-处于弱势区域 rs1,202007262355
161,000683,远兴能源,1,策略1-处于弱势区域 rs1,202007262355
163,002881,美格智能,1,策略1-处于弱势区域 rs1,202007262355
166,000897,津滨发展,1,策略1-处于弱势区域 rs1,202007262355
167,601006,大秦铁路,1,策略1-处于弱势区域 rs1,202007262355
170,601988,中国银行,1,策略1-处于弱势区域 rs1,202007262355
174,601088,中国神华,1,策略1-处于弱势区域 rs1,202007262355
175,002441,众业达,1,策略1-处于弱势区域 rs1,202007262355
176,001979,招商蛇口,1,策略1-处于弱势区域 rs1,202007262355
177,600033,福建高速,1,策略1-处于弱势区域 rs1,202007262355
179,000429,粤高速Ａ,1,策略1-处于弱势区域 rs1,202007262355
181,601328,交通银行,1,策略1-处于弱势区域 rs1,202007262355
182,000755,山西路桥,1,策略1-处于弱势区域 rs1,202007262355
187,000726,鲁 泰Ａ,1,策略1-处于弱势区域 rs1,202007262355
188,600897,厦门空港,1,策略1-处于弱势区域 rs1,202007262355
189,002792,通宇通讯,1,策略1-处于弱势区域 rs1,202007262355
191,000008,神州高铁,1,策略1-处于弱势区域 rs1,202007262355

219,603331,百达精工,1,策略1-处于弱势区域 rs1,202007262355
221,002098,浔兴股份,1,策略1-处于弱势区域 rs1,202007262355
224,603077,和邦生物,1,策略1-处于弱势区域 rs1,202007262355
225,002612,朗姿股份,1,策略1-处于弱势区域 rs1,202007262355
226,002801,微光股份,1,策略1-处于弱势区域 rs1,202007262355
227,300343,联创股份,1,策略1-处于弱势区域 rs1,202007262355
229,002146,荣盛发展,1,策略1-处于弱势区域 rs1,202007262355
230,600569,安阳钢铁,1,策略1-处于弱势区域 rs1,202007262355
231,600277,亿利洁能,1,策略1-处于弱势区域 rs1,202007262355
232,600106,重庆路桥,1,策略1-处于弱势区域 rs1,202007262355
238,000889,中嘉博创,1,策略1-处于弱势区域 rs1,202007262355
241,600340,华夏幸福,1,策略1-处于弱势区域 rs1,202007262355
242,603729,龙韵股份,1,策略1-处于弱势区域 rs1,202007262355

260,600640,号百控股,1,策略1-处于弱势区域 rs1,202007262355
261,300220,金运激光,1,策略1-处于弱势区域 rs1,202007262355
262,002261,拓维信息,1,策略1-处于弱势区域 rs1,202007262355
263,300161,华中数控,1,策略1-处于弱势区域 rs1,202007262355
264,601318,中国平安,1,策略1-处于弱势区域 rs1,202007262355
265,002042,华孚时尚,1,策略1-处于弱势区域 rs1,202007262355
266,002840,华统股份,1,策略1-处于弱势区域 rs1,202007262355
267,600719,大连热电,1,策略1-处于弱势区域 rs1,202007262355
268,002636,金安国纪,1,策略1-处于弱势区域 rs1,202007262355
269,002379,宏创控股,1,策略1-处于弱势区域 rs1,202007262355
270,000968,蓝焰控股,1,策略1-处于弱势区域 rs1,202007262355
272,000900,现代投资,1,策略1-处于弱势区域 rs1,202007262355
275,000983,西山煤电,1,策略1-处于弱势区域 rs1,202007262355
276,000966,长源电力,1,策略1-处于弱势区域 rs1,202007262355
277,000557,西部创业,1,策略1-处于弱势区域 rs1,202007262355
278,002871,伟隆股份,1,策略1-处于弱势区域 rs1,202007262355
279,002463,沪电股份,1,策略1-处于弱势区域 rs1,202007262355
280,002011,盾安环境,1,策略1-处于弱势区域 rs1,202007262355
282,000949,新乡化纤,1,策略1-处于弱势区域 rs1,202007262355
287,000631,顺发恒业,1,策略1-处于弱势区域 rs1,202007262355
289,600094,大名城,1,策略1-处于弱势区域 rs1,202007262355
290,002889,东方嘉盛,1,策略1-处于弱势区域 rs1,202007262355
291,300301,长方集团,1,策略1-处于弱势区域 rs1,202007262355
292,002355,兴民智通,1,策略1-处于弱势区域 rs1,202007262355
293,600188,兖州煤业,1,策略1-处于弱势区域 rs1,202007262355
295,600649,城投控股,1,策略1-处于弱势区域 rs1,202007262355
297,600126,杭钢股份,1,策略1-处于弱势区域 rs1,202007262355
298,600794,保税科技,1,策略1-处于弱势区域 rs1,202007262355
299,600854,春兰股份,1,策略1-处于弱势区域 rs1,202007262355
301,002015,协鑫能科,1,策略1-处于弱势区域 rs1,202007262355
302,600776,东方通信,1,策略1-处于弱势区域 rs1,202007262355
303,300271,华宇软件,1,策略1-处于弱势区域 rs1,202007262355
304,300712,永福股份,1,策略1-处于弱势区域 rs1,202007262355
305,600004,白云机场,1,策略1-处于弱势区域 rs1,202007262355
306,603767,中马传动,1,策略1-处于弱势区域 rs1,202007262355
307,300615,欣天科技,1,策略1-处于弱势区域 rs1,202007262355
308,300503,昊志机电,1,策略1-处于弱势区域 rs1,202007262355
311,002377,国创高新,1,策略1-处于弱势区域 rs1,202007262355
315,601311,骆驼股份,1,策略1-处于弱势区域 rs1,202007262355
316,601360,三六零,1,策略1-处于弱势区域 rs1,202007262355
317,002227,奥 特 迅,1,策略1-处于弱势区域 rs1,202007262355
318,603356,华菱精工,1,策略1-处于弱势区域 rs1,202007262355
319,600704,物产中大,1,策略1-处于弱势区域 rs1,202007262355
322,002630,华西能源,1,策略1-处于弱势区域 rs1,202007262355
323,300743,天地数码,1,策略1-处于弱势区域 rs1,202007262355
324,000543,皖能电力,1,策略1-处于弱势区域 rs1,202007262355
326,600353,旭光电子,1,策略1-处于弱势区域 rs1,202007262355
327,300134,大富科技,1,策略1-处于弱势区域 rs1,202007262355
331,600022,山东钢铁,1,策略1-处于弱势区域 rs1,202007262355
332,000416,民生控股,1,策略1-处于弱势区域 rs1,202007262355
333,600823,世茂股份,1,策略1-处于弱势区域 rs1,202007262355
334,600869,智慧能源,1,策略1-处于弱势区域 rs1,202007262355
335,300635,中达安,1,策略1-处于弱势区域 rs1,202007262355
336,600388,龙净环保,1,策略1-处于弱势区域 rs1,202007262355
337,600325,华发股份,1,策略1-处于弱势区域 rs1,202007262355
338,002095,生 意 宝,1,策略1-处于弱势区域 rs1,202007262355
339,002248,华东数控,1,策略1-处于弱势区域 rs1,202007262355
342,600121,郑州煤电,1,策略1-处于弱势区域 rs1,202007262355
343,600310,桂东电力,1,策略1-处于弱势区域 rs1,202007262355
344,300277,海联讯,1,策略1-处于弱势区域 rs1,202007262355
345,300736,百邦科技,1,策略1-处于弱势区域 rs1,202007262355
348,002407,多氟多,1,策略1-处于弱势区域 rs1,202007262355
351,002490,山东墨龙,1,策略1-处于弱势区域 rs1,202007262355
