,code,name,cl,cljg,qz,files,gxsj
776,300238,冠昊生物,策略5,趋同折点买前,1,bsq1,202008020112
836,300280,紫天科技,策略5,趋同折点买前,1,bsq1,202008020112
919,600267,海正药业,策略5,趋同折点买前,1,bsq1,202008020112
951,300298,三诺生物,策略5,趋同折点买前,1,bsq1,202008020112
1002,600056,中国医药,策略5,趋同折点买前,1,bsq1,202008020112
1008,603133,碳元科技,策略5,趋同折点买前,1,bsq1,202008020112
1083,000426,兴业矿业,策略5,趋同折点买前,1,bsq1,202008020112
1133,002424,贵州百灵,策略5,趋同折点买前,1,bsq1,202008020112
1240,300501,海顺新材,策略5,趋同折点买前,1,bsq1,202008020112
1254,603059,倍加洁,策略5,趋同折点买前,1,bsq1,202008020112
1278,002025,航天电器,策略5,趋同折点买前,1,bsq1,202008020112
1291,600961,株冶集团,策略5,趋同折点买前,1,bsq1,202008020112
1296,600527,江南高纤,策略5,趋同折点买前,1,bsq1,202008020112
1348,300108,吉药控股,策略5,趋同折点买前,1,bsq1,202008020112
1386,600822,上海物贸,策略5,趋同折点买前,1,bsq1,202008020112
1450,002431,棕榈股份,策略5,趋同折点买前,1,bsq1,202008020112
1473,300200,高盟新材,策略5,趋同折点买前,1,bsq1,202008020112
1562,603299,苏盐井神,策略5,趋同折点买前,1,bsq1,202008020112
1601,600137,浪莎股份,策略5,趋同折点买前,1,bsq1,202008020112
1623,600355,精伦电子,策略5,趋同折点买前,1,bsq1,202008020112
1642,300573,兴齐眼药,策略5,趋同折点买前,1,bsq1,202008020112
1650,603818,曲美家居,策略5,趋同折点买前,1,bsq1,202008020112
1680,300125,聆达股份,策略5,趋同折点买前,1,bsq1,202008020112
1685,002932,明德生物,策略5,趋同折点买前,1,bsq1,202008020112
1701,600981,汇鸿集团,策略5,趋同折点买前,1,bsq1,202008020112
1727,600577,精达股份,策略5,趋同折点买前,1,bsq1,202008020112
1766,002469,三维工程,策略5,趋同折点买前,1,bsq1,202008020112
1786,600420,现代制药,策略5,趋同折点买前,1,bsq1,202008020112
1795,300082,奥克股份,策略5,趋同折点买前,1,bsq1,202008020112
1809,002084,海鸥住工,策略5,趋同折点买前,1,bsq1,202008020112
1844,300168,万达信息,策略5,趋同折点买前,1,bsq1,202008020112
1851,600612,老凤祥,策略5,趋同折点买前,1,bsq1,202008020112
1860,300655,晶瑞股份,策略5,趋同折点买前,1,bsq1,202008020112
1888,002701,奥瑞金,策略5,趋同折点买前,1,bsq1,202008020112
1963,603929,亚翔集成,策略5,趋同折点买前,1,bsq1,202008020112
1996,300139,晓程科技,策略5,趋同折点买前,1,bsq1,202008020112
2004,300677,英科医疗,策略5,趋同折点买前,1,bsq1,202008020112
2011,000037,深南电A,策略5,趋同折点买前,1,bsq1,202008020112
2027,300477,合纵科技,策略5,趋同折点买前,1,bsq1,202008020112
2051,300506,名家汇,策略5,趋同折点买前,1,bsq1,202008020112
2060,002856,美芝股份,策略5,趋同折点买前,1,bsq1,202008020112
2099,300521,爱司凯,策略5,趋同折点买前,1,bsq1,202008020112
2105,300402,宝色股份,策略5,趋同折点买前,1,bsq1,202008020112
2177,601966,玲珑轮胎,策略5,趋同折点买前,1,bsq1,202008020112
2182,600976,健民集团,策略5,趋同折点买前,1,bsq1,202008020112
2207,002703,浙江世宝,策略5,趋同折点买前,1,bsq1,202008020112
2231,000777,中核科技,策略5,趋同折点买前,1,bsq1,202008020112
2238,000010,美丽生态,策略5,趋同折点买前,1,bsq1,202008020112
2247,600316,XD洪都航,策略5,趋同折点买前,1,bsq1,202008020112
2258,002559,亚威股份,策略5,趋同折点买前,1,bsq1,202008020112
2261,002637,赞宇科技,策略5,趋同折点买前,1,bsq1,202008020112
2263,002750,龙津药业,策略5,趋同折点买前,1,bsq1,202008020112
2318,002198,嘉应制药,策略5,趋同折点买前,1,bsq1,202008020112
2323,002721,金一文化,策略5,趋同折点买前,1,bsq1,202008020112
2329,300478,杭州高新,策略5,趋同折点买前,1,bsq1,202008020112
2353,601633,长城汽车,策略5,趋同折点买前,1,bsq1,202008020112
2381,300547,川环科技,策略5,趋同折点买前,1,bsq1,202008020112
2385,600714,金瑞矿业,策略5,趋同折点买前,1,bsq1,202008020112
2387,603725,天安新材,策略5,趋同折点买前,1,bsq1,202008020112
2393,300099,精准信息,策略5,趋同折点买前,1,bsq1,202008020112
2406,603638,艾迪精密,策略5,趋同折点买前,1,bsq1,202008020112
2412,300405,科隆股份,策略5,趋同折点买前,1,bsq1,202008020112
2416,603315,福鞍股份,策略5,趋同折点买前,1,bsq1,202008020112
2438,603578,三星新材,策略5,趋同折点买前,1,bsq1,202008020112
2461,603861,白云电器,策略5,趋同折点买前,1,bsq1,202008020112
2463,603778,乾景园林,策略5,趋同折点买前,1,bsq1,202008020112
2471,300208,青岛中程,策略5,趋同折点买前,1,bsq1,202008020112
2479,601968,宝钢包装,策略5,趋同折点买前,1,bsq1,202008020112
2490,300461,田中精机,策略5,趋同折点买前,1,bsq1,202008020112
2521,603308,应流股份,策略5,趋同折点买前,1,bsq1,202008020112
2531,300428,四通新材,策略5,趋同折点买前,1,bsq1,202008020112
2534,603335,迪生力,策略5,趋同折点买前,1,bsq1,202008020112
2547,002119,康强电子,策略5,趋同折点买前,1,bsq1,202008020112
2559,603306,华懋科技,策略5,趋同折点买前,1,bsq1,202008020112
2571,600889,南京化纤,策略5,趋同折点买前,1,bsq1,202008020112
2574,002297,博云新材,策略5,趋同折点买前,1,bsq1,202008020112
2576,600737,中粮糖业,策略5,趋同折点买前,1,bsq1,202008020112
2594,600216,浙江医药,策略5,趋同折点买前,1,bsq1,202008020112
2601,603848,好太太,策略5,趋同折点买前,1,bsq1,202008020112
2615,002457,青龙管业,策略5,趋同折点买前,1,bsq1,202008020112
2617,000952,广济药业,策略5,趋同折点买前,1,bsq1,202008020112
2620,300641,正丹股份,策略5,趋同折点买前,1,bsq1,202008020112
2634,600764,中国海防,策略5,趋同折点买前,1,bsq1,202008020112
2645,600739,辽宁成大,策略5,趋同折点买前,1,bsq1,202008020112
2649,002645,华宏科技,策略5,趋同折点买前,1,bsq1,202008020112
2651,603716,塞力斯,策略5,趋同折点买前,1,bsq1,202008020112
2655,600557,康缘药业,策略5,趋同折点买前,1,bsq1,202008020112
2664,603633,徕木股份,策略5,趋同折点买前,1,bsq1,202008020112
2668,603108,润达医疗,策略5,趋同折点买前,1,bsq1,202008020112
2681,600139,西部资源,策略5,趋同折点买前,1,bsq1,202008020112
2686,300406,九强生物,策略5,趋同折点买前,1,bsq1,202008020112
2701,002548,金新农,策略5,趋同折点买前,1,bsq1,202008020112
2711,002570,贝因美,策略5,趋同折点买前,1,bsq1,202008020112
2726,603029,天鹅股份,策略5,趋同折点买前,1,bsq1,202008020112
2733,603330,上海天洋,策略5,趋同折点买前,1,bsq1,202008020112
2763,000702,正虹科技,策略5,趋同折点买前,1,bsq1,202008020112
2795,002689,远大智能,策略5,趋同折点买前,1,bsq1,202008020112
2808,300715,凯伦股份,策略5,趋同折点买前,1,bsq1,202008020112
