,code,name,cl,clname,gxsj
735,600908,无锡银行,2,策略1-处于弱势区域 rs2,202007262355
736,603790,雅运股份,2,策略1-处于弱势区域 rs2,202007262355
737,600229,城市传媒,2,策略1-处于弱势区域 rs2,202007262355
738,300106,西部牧业,2,策略1-处于弱势区域 rs2,202007262355
742,300417,南华仪器,2,策略1-处于弱势区域 rs2,202007262355
749,600962,国投中鲁,2,策略1-处于弱势区域 rs2,202007262355
765,000423,东阿阿胶,2,策略1-处于弱势区域 rs2,202007262355
769,603977,国泰集团,2,策略1-处于弱势区域 rs2,202007262355
771,300486,东杰智能,2,策略1-处于弱势区域 rs2,202007262355
780,603737,三棵树,2,策略1-处于弱势区域 rs2,202007262355
782,603666,亿嘉和,2,策略1-处于弱势区域 rs2,202007262355
805,603611,诺力股份,2,策略1-处于弱势区域 rs2,202007262355
825,600742,一汽富维,2,策略1-处于弱势区域 rs2,202007262355
838,002055,得润电子,2,策略1-处于弱势区域 rs2,202007262355
843,600882,妙可蓝多,2,策略1-处于弱势区域 rs2,202007262355
847,300533,冰川网络,2,策略1-处于弱势区域 rs2,202007262355
867,000428,华天酒店,2,策略1-处于弱势区域 rs2,202007262355
870,600114,东睦股份,2,策略1-处于弱势区域 rs2,202007262355
871,002104,恒宝股份,2,策略1-处于弱势区域 rs2,202007262355
877,002518,科士达,2,策略1-处于弱势区域 rs2,202007262355
884,300666,江丰电子,2,策略1-处于弱势区域 rs2,202007262355
893,300440,运达科技,2,策略1-处于弱势区域 rs2,202007262355
895,000925,众合科技,2,策略1-处于弱势区域 rs2,202007262355
897,000581,威孚高科,2,策略1-处于弱势区域 rs2,202007262355
912,300022,吉峰科技,2,策略1-处于弱势区域 rs2,202007262355
931,600829,人民同泰,2,策略1-处于弱势区域 rs2,202007262355
948,300604,长川科技,2,策略1-处于弱势区域 rs2,202007262355
967,000661,长春高新,2,策略1-处于弱势区域 rs2,202007262355
971,002926,华西证券,2,策略1-处于弱势区域 rs2,202007262355
982,603726,朗迪集团,2,策略1-处于弱势区域 rs2,202007262355
984,002607,中公教育,2,策略1-处于弱势区域 rs2,202007262355
985,300265,通光线缆,2,策略1-处于弱势区域 rs2,202007262355
988,000886,海南高速,2,策略1-处于弱势区域 rs2,202007262355
1011,300042,朗科科技,2,策略1-处于弱势区域 rs2,202007262355
1015,300144,宋城演艺,2,策略1-处于弱势区域 rs2,202007262355
1020,601375,中原证券,2,策略1-处于弱势区域 rs2,202007262355
1022,600594,益佰制药,2,策略1-处于弱势区域 rs2,202007262355
1023,000516,国际医学,2,策略1-处于弱势区域 rs2,202007262355
1027,601555,东吴证券,2,策略1-处于弱势区域 rs2,202007262355
1037,300244,迪安诊断,2,策略1-处于弱势区域 rs2,202007262355
1040,300657,弘信电子,2,策略1-处于弱势区域 rs2,202007262355
1041,300348,长亮科技,2,策略1-处于弱势区域 rs2,202007262355
1044,300248,新开普,2,策略1-处于弱势区域 rs2,202007262355
1050,300576,容大感光,2,策略1-处于弱势区域 rs2,202007262355
1058,300685,艾德生物,2,策略1-处于弱势区域 rs2,202007262355
