,code,name,cl,cljg,qz,files,gxsj
139,600305,恒顺醋业,策略6,ai样本买点,2,aiyb2,202009080121
182,600600,青岛啤酒,策略6,ai样本买点,2,aiyb2,202009080121
232,600609,金杯汽车,策略6,ai样本买点,2,aiyb2,202009080121
288,600396,金山股份,策略6,ai样本买点,2,aiyb2,202009080121
379,300573,兴齐眼药,策略6,ai样本买点,2,aiyb2,202009080121
527,601020,华钰矿业,策略6,ai样本买点,2,aiyb2,202009080121
628,603982,泉峰汽车,策略6,ai样本买点,2,aiyb2,202009080121
658,002858,力盛赛车,策略6,ai样本买点,2,aiyb2,202009080121
675,002158,汉钟精机,策略6,ai样本买点,2,aiyb2,202009080121
889,600584,长电科技,策略6,ai样本买点,2,aiyb2,202009080121
970,300142,沃森生物,策略6,ai样本买点,2,aiyb2,202009080121
1026,603696,安记食品,策略6,ai样本买点,2,aiyb2,202009080121
1030,603718,海利生物,策略6,ai样本买点,2,aiyb2,202009080121
1038,300462,华铭智能,策略6,ai样本买点,2,aiyb2,202009080121
1085,002544,杰赛科技,策略6,ai样本买点,2,aiyb2,202009080121
1089,000915,山大华特,策略6,ai样本买点,2,aiyb2,202009080121
1155,600281,太化股份,策略6,ai样本买点,2,aiyb2,202009080121
1160,600095,哈高科,策略6,ai样本买点,2,aiyb2,202009080121
1203,000777,中核科技,策略6,ai样本买点,2,aiyb2,202009080121
1221,600893,航发动力,策略6,ai样本买点,2,aiyb2,202009080121
1301,002349,精华制药,策略6,ai样本买点,2,aiyb2,202009080121
1304,003816,中国广核,策略6,ai样本买点,2,aiyb2,202009080121
1321,300741,华宝股份,策略6,ai样本买点,2,aiyb2,202009080121
1333,000717,韶钢松山,策略6,ai样本买点,2,aiyb2,202009080121
1359,002565,顺灏股份,策略6,ai样本买点,2,aiyb2,202009080121
1368,002237,恒邦股份,策略6,ai样本买点,2,aiyb2,202009080121
1402,300740,御家汇,策略6,ai样本买点,2,aiyb2,202009080121
1480,600372,中航电子,策略6,ai样本买点,2,aiyb2,202009080121
1532,002748,世龙实业,策略6,ai样本买点,2,aiyb2,202009080121
1544,000697,炼石航空,策略6,ai样本买点,2,aiyb2,202009080121
1572,603217,元利科技,策略6,ai样本买点,2,aiyb2,202009080121
1587,603259,药明康德,策略6,ai样本买点,2,aiyb2,202009080121
1704,600664,哈药股份,策略6,ai样本买点,2,aiyb2,202009080121
1712,002673,西部证券,策略6,ai样本买点,2,aiyb2,202009080121
1729,600587,新华医疗,策略6,ai样本买点,2,aiyb2,202009080121
1736,002732,燕塘乳业,策略6,ai样本买点,2,aiyb2,202009080121
1788,002852,道道全,策略6,ai样本买点,2,aiyb2,202009080121
1834,603983,丸美股份,策略6,ai样本买点,2,aiyb2,202009080121
1903,600760,中航沈飞,策略6,ai样本买点,2,aiyb2,202009080121
1941,603789,星光农机,策略6,ai样本买点,2,aiyb2,202009080121
