,code,name,cl,cljg,qz,files,gxsj
106,603069,海汽集团,策略5,趋同折点买前,7,bsq7,202008051532
189,300183,东软载波,策略5,趋同折点买前,7,bsq7,202008051532
293,300374,恒通科技,策略5,趋同折点买前,7,bsq7,202008051532
341,002180,纳思达,策略5,趋同折点买前,7,bsq7,202008051532
394,603985,恒润股份,策略5,趋同折点买前,7,bsq7,202008051532
426,002943,宇晶股份,策略5,趋同折点买前,7,bsq7,202008051532
514,300334,津膜科技,策略5,趋同折点买前,7,bsq7,202008051532
525,002885,京泉华,策略5,趋同折点买前,7,bsq7,202008051532
606,000526,紫光学大,策略5,趋同折点买前,7,bsq7,202008051532
713,603890,春秋电子,策略5,趋同折点买前,7,bsq7,202008051532
791,300751,迈为股份,策略5,趋同折点买前,7,bsq7,202008051532
881,300272,开能健康,策略5,趋同折点买前,7,bsq7,202008051532
944,600267,海正药业,策略5,趋同折点买前,7,bsq7,202008051532
952,600586,金晶科技,策略5,趋同折点买前,7,bsq7,202008051532
1082,002581,未名医药,策略5,趋同折点买前,7,bsq7,202008051532
1188,300162,雷曼光电,策略5,趋同折点买前,7,bsq7,202008051532
1222,002735,王子新材,策略5,趋同折点买前,7,bsq7,202008051532
1246,603398,邦宝益智,策略5,趋同折点买前,7,bsq7,202008051532
1299,603803,瑞斯康达,策略5,趋同折点买前,7,bsq7,202008051532
1308,000766,通化金马,策略5,趋同折点买前,7,bsq7,202008051532
1315,002250,联化科技,策略5,趋同折点买前,7,bsq7,202008051532
1324,601028,玉龙股份,策略5,趋同折点买前,7,bsq7,202008051532
1335,600460,士兰微,策略5,趋同折点买前,7,bsq7,202008051532
1350,603936,博敏电子,策略5,趋同折点买前,7,bsq7,202008051532
1396,601168,西部矿业,策略5,趋同折点买前,7,bsq7,202008051532
1411,600703,三安光电,策略5,趋同折点买前,7,bsq7,202008051532
1482,300486,东杰智能,策略5,趋同折点买前,7,bsq7,202008051532
1511,601717,郑煤机,策略5,趋同折点买前,7,bsq7,202008051532
1535,300625,三雄极光,策略5,趋同折点买前,7,bsq7,202008051532
1540,600302,标准股份,策略5,趋同折点买前,7,bsq7,202008051532
1577,300206,理邦仪器,策略5,趋同折点买前,7,bsq7,202008051532
1597,300496,中科创达,策略5,趋同折点买前,7,bsq7,202008051532
1608,600137,浪莎股份,策略5,趋同折点买前,7,bsq7,202008051532
1791,300663,科蓝软件,策略5,趋同折点买前,7,bsq7,202008051532
1818,002084,海鸥住工,策略5,趋同折点买前,7,bsq7,202008051532
1888,300535,达威股份,策略5,趋同折点买前,7,bsq7,202008051532
1934,300661,圣邦股份,策略5,趋同折点买前,7,bsq7,202008051532
1969,300725,药石科技,策略5,趋同折点买前,7,bsq7,202008051532
2079,601377,兴业证券,策略5,趋同折点买前,7,bsq7,202008051532
2101,600733,北汽蓝谷,策略5,趋同折点买前,7,bsq7,202008051532
2106,000938,紫光股份,策略5,趋同折点买前,7,bsq7,202008051532
2110,002579,中京电子,策略5,趋同折点买前,7,bsq7,202008051532
2125,300521,爱司凯,策略5,趋同折点买前,7,bsq7,202008051532
2128,002464,众应互联,策略5,趋同折点买前,7,bsq7,202008051532
2228,300394,天孚通信,策略5,趋同折点买前,7,bsq7,202008051532
2418,300585,奥联电子,策略5,趋同折点买前,7,bsq7,202008051532
2549,600512,腾达建设,策略5,趋同折点买前,7,bsq7,202008051532
2659,300641,正丹股份,策略5,趋同折点买前,7,bsq7,202008051532
2703,603633,徕木股份,策略5,趋同折点买前,7,bsq7,202008051532
2726,300406,九强生物,策略5,趋同折点买前,7,bsq7,202008051532
2742,000498,山东路桥,策略5,趋同折点买前,7,bsq7,202008051532
2787,002302,西部建设,策略5,趋同折点买前,7,bsq7,202008051532
2858,300715,凯伦股份,策略5,趋同折点买前,7,bsq7,202008051532
2876,603909,合诚股份,策略5,趋同折点买前,7,bsq7,202008051532
2927,600309,万华化学,策略5,趋同折点买前,7,bsq7,202008051532
2965,002775,文科园林,策略5,趋同折点买前,7,bsq7,202008051532
3044,600535,天士力,策略5,趋同折点买前,7,bsq7,202008051532
3122,603058,永吉股份,策略5,趋同折点买前,7,bsq7,202008051532
3181,601838,成都银行,策略5,趋同折点买前,7,bsq7,202008051532
3196,002177,御银股份,策略5,趋同折点买前,7,bsq7,202008051532
3218,603991,至正股份,策略5,趋同折点买前,7,bsq7,202008051532
3258,000565,渝三峡Ａ,策略5,趋同折点买前,7,bsq7,202008051532
3267,601336,新华保险,策略5,趋同折点买前,7,bsq7,202008051532
3298,600761,安徽合力,策略5,趋同折点买前,7,bsq7,202008051532
3313,600684,珠江实业,策略5,趋同折点买前,7,bsq7,202008051532
3316,600545,卓郎智能,策略5,趋同折点买前,7,bsq7,202008051532
3380,000925,众合科技,策略5,趋同折点买前,7,bsq7,202008051532
3430,600327,大东方,策略5,趋同折点买前,7,bsq7,202008051532
3443,600250,南纺股份,策略5,趋同折点买前,7,bsq7,202008051532
3481,002594,比亚迪,策略5,趋同折点买前,7,bsq7,202008051532
3554,603239,浙江仙通,策略5,趋同折点买前,7,bsq7,202008051532
3596,603701,德宏股份,策略5,趋同折点买前,7,bsq7,202008051532
3631,603789,星光农机,策略5,趋同折点买前,7,bsq7,202008051532
3712,300092,科新机电,策略5,趋同折点买前,7,bsq7,202008051532
3754,000503,国新健康,策略5,趋同折点买前,7,bsq7,202008051532
3777,600588,用友网络,策略5,趋同折点买前,7,bsq7,202008051532
3791,300724,捷佳伟创,策略5,趋同折点买前,7,bsq7,202008051532
3819,603166,福达股份,策略5,趋同折点买前,7,bsq7,202008051532
3885,603181,皇马科技,策略5,趋同折点买前,7,bsq7,202008051532
3894,300409,道氏技术,策略5,趋同折点买前,7,bsq7,202008051532
3904,600039,四川路桥,策略5,趋同折点买前,7,bsq7,202008051532
3911,600089,特变电工,策略5,趋同折点买前,7,bsq7,202008051532
