,date,open,close,high,low,volume,amount,turnoverratio,code,ktype,gxrq,gxsj
61,2020-04-03 11:30,3.68,3.68,3.69,3.66,63558.0,{},19.1049,2498,30,2020-06-23,1505
62,2020-04-03 13:30,3.68,3.69,3.73,3.66,59644.0,{},17.9284,2498,30,2020-06-23,1505
63,2020-04-03 14:00,3.69,3.67,3.7,3.66,46661.0,{},14.0258,2498,30,2020-06-23,1505
64,2020-04-03 14:30,3.67,3.67,3.68,3.66,60847.0,{},18.29,2498,30,2020-06-23,1505
65,2020-04-03 15:00,3.67,3.67,3.71,3.66,95192.0,{},28.6137,2498,30,2020-06-23,1505
66,2020-04-07 10:00,3.76,3.73,3.79,3.7,212992.0,{},64.0232,2498,30,2020-06-23,1505
67,2020-04-07 10:30,3.73,3.73,3.76,3.71,67360.0,{},20.2477,2498,30,2020-06-23,1505
68,2020-04-07 11:00,3.73,3.74,3.74,3.71,49411.0,{},14.8524,2498,30,2020-06-23,1505
69,2020-04-07 11:30,3.74,3.76,3.78,3.73,91615.0,{},27.5385,2498,30,2020-06-23,1505
70,2020-04-07 13:30,3.76,3.8,3.84,3.76,211513.0,{},63.5786,2498,30,2020-06-23,1505
71,2020-04-07 14:00,3.8,3.81,3.81,3.78,69580.0,{},20.915,2498,30,2020-06-23,1505
72,2020-04-07 14:30,3.81,3.8,3.82,3.79,68313.0,{},20.5342,2498,30,2020-06-23,1505
73,2020-04-07 15:00,3.8,3.79,3.8,3.78,118583.0,{},35.6448,2498,30,2020-06-23,1505
74,2020-04-08 10:00,3.75,3.79,3.82,3.74,193166.0,{},58.0637,2498,30,2020-06-23,1505
75,2020-04-08 10:30,3.79,3.82,3.84,3.78,115985.0,{},34.8639,2498,30,2020-06-23,1505
76,2020-04-08 11:00,3.82,3.8,3.83,3.78,71056.0,{},21.3587,2498,30,2020-06-23,1505
77,2020-04-08 11:30,3.8,3.79,3.8,3.78,40196.0,{},12.0825,2498,30,2020-06-23,1505
78,2020-04-08 13:30,3.79,3.75,3.8,3.75,90191.0,{},27.1105,2498,30,2020-06-23,1505
79,2020-04-08 14:00,3.75,3.75,3.77,3.73,76368.0,{},22.9554,2498,30,2020-06-23,1505
80,2020-04-08 14:30,3.75,3.7,3.76,3.7,114990.0,{},34.5648,2498,30,2020-06-23,1505
81,2020-04-08 15:00,3.7,3.75,3.75,3.7,85296.0,{},25.6391,2498,30,2020-06-23,1505
82,2020-04-09 10:00,3.78,3.83,3.85,3.71,274678.0,{},82.5653,2498,30,2020-06-23,1505
83,2020-04-09 10:30,3.83,3.9,3.93,3.8,331514.0,{},99.6496,2498,30,2020-06-23,1505
84,2020-04-09 11:00,3.9,3.89,3.92,3.86,152213.0,{},45.7536,2498,30,2020-06-23,1505
85,2020-04-09 11:30,3.9,3.88,3.91,3.86,55483.0,{},16.6776,2498,30,2020-06-23,1505
86,2020-04-09 13:30,3.88,3.84,3.89,3.83,69243.0,{},20.8137,2498,30,2020-06-23,1505
87,2020-04-09 14:00,3.84,3.86,3.86,3.84,57698.0,{},17.3434,2498,30,2020-06-23,1505
88,2020-04-09 14:30,3.86,3.84,3.87,3.84,62455.0,{},18.7733,2498,30,2020-06-23,1505
89,2020-04-09 15:00,3.84,3.84,3.85,3.83,120065.0,{},36.0903,2498,30,2020-06-23,1505
90,2020-04-10 10:00,3.8,3.75,3.83,3.73,235365.0,{},70.7483,2498,30,2020-06-23,1505
91,2020-04-10 10:30,3.76,3.76,3.79,3.75,96503.0,{},29.0078,2498,30,2020-06-23,1505
92,2020-04-10 11:00,3.76,3.7,3.76,3.7,161990.0,{},48.6925,2498,30,2020-06-23,1505
93,2020-04-10 11:30,3.7,3.69,3.72,3.68,102276.0,{},30.7431,2498,30,2020-06-23,1505
94,2020-04-10 13:30,3.69,3.68,3.69,3.66,76158.0,{},22.8923,2498,30,2020-06-23,1505
95,2020-04-10 14:00,3.68,3.68,3.69,3.66,42425.0,{},12.7525,2498,30,2020-06-23,1505
96,2020-04-10 14:30,3.68,3.69,3.7,3.67,41015.0,{},12.3287,2498,30,2020-06-23,1505
97,2020-04-10 15:00,3.69,3.68,3.7,3.68,86264.0,{},25.9301,2498,30,2020-06-23,1505
98,2020-04-13 10:00,3.61,3.62,3.64,3.56,186803.0,{},56.151,2498,30,2020-06-23,1505
99,2020-04-13 10:30,3.62,3.61,3.63,3.6,36992.0,{},11.1194,2498,30,2020-06-23,1505
100,2020-04-13 11:00,3.61,3.61,3.63,3.6,29011.0,{},8.7204,2498,30,2020-06-23,1505
101,2020-04-13 11:30,3.62,3.58,3.62,3.57,39269.0,{},11.8038,2498,30,2020-06-23,1505
102,2020-04-13 13:30,3.58,3.53,3.59,3.51,86030.0,{},25.8597,2498,30,2020-06-23,1505
103,2020-04-13 14:00,3.53,3.5,3.54,3.46,118966.0,{},35.7599,2498,30,2020-06-23,1505
104,2020-04-13 14:30,3.5,3.49,3.51,3.48,65400.0,{},19.6586,2498,30,2020-06-23,1505
105,2020-04-13 15:00,3.49,3.48,3.49,3.47,100778.0,{},30.2928,2498,30,2020-06-23,1505
106,2020-04-14 10:00,3.52,3.53,3.55,3.49,106024.0,{},31.8697,2498,30,2020-06-23,1505
107,2020-04-14 10:30,3.53,3.63,3.65,3.5,197246.0,{},59.2901,2498,30,2020-06-23,1505
108,2020-04-14 11:00,3.63,3.6,3.63,3.58,50535.0,{},15.1903,2498,30,2020-06-23,1505
109,2020-04-14 11:30,3.6,3.57,3.6,3.57,33431.0,{},10.049,2498,30,2020-06-23,1505
110,2020-04-14 13:30,3.57,3.57,3.59,3.56,28205.0,{},8.4781,2498,30,2020-06-23,1505
111,2020-04-14 14:00,3.57,3.59,3.6,3.56,40277.0,{},12.1068,2498,30,2020-06-23,1505
112,2020-04-14 14:30,3.59,3.57,3.59,3.56,32578.0,{},9.7926,2498,30,2020-06-23,1505
113,2020-04-14 15:00,3.57,3.58,3.59,3.56,66476.0,{},19.982,2498,30,2020-06-23,1505
114,2020-04-15 10:00,3.59,3.54,3.59,3.53,102518.0,{},30.8158,2498,30,2020-06-23,1505
115,2020-04-15 10:30,3.54,3.52,3.56,3.52,60534.0,{},18.1959,2498,30,2020-06-23,1505
116,2020-04-15 11:00,3.52,3.58,3.6,3.52,80125.0,{},24.0847,2498,30,2020-06-23,1505
117,2020-04-15 11:30,3.58,3.62,3.62,3.52,80510.0,{},24.2005,2498,30,2020-06-23,1505
118,2020-04-15 13:30,3.62,3.62,3.66,3.6,166226.0,{},49.9658,2498,30,2020-06-23,1505
119,2020-04-15 14:00,3.62,3.61,3.63,3.6,57274.0,{},17.216,2498,30,2020-06-23,1505
120,2020-04-15 14:30,3.61,3.58,3.62,3.58,40440.0,{},12.1558,2498,30,2020-06-23,1505
121,2020-04-15 15:00,3.58,3.57,3.59,3.56,50622.0,{},15.2164,2498,30,2020-06-23,1505
122,2020-04-16 10:00,3.54,3.93,3.93,3.53,578642.0,{},173.9337,2498,30,2020-06-23,1505
123,2020-04-16 10:30,3.93,3.93,3.93,3.93,77366.0,{},23.2554,2498,30,2020-06-23,1505
124,2020-04-16 11:00,3.93,3.93,3.93,3.93,17277.0,{},5.1933,2498,30,2020-06-23,1505
125,2020-04-16 11:30,3.93,3.93,3.93,3.93,18386.0,{},5.5266,2498,30,2020-06-23,1505
126,2020-04-16 13:30,3.93,3.93,3.93,3.93,17470.0,{},5.2513,2498,30,2020-06-23,1505
127,2020-04-16 14:00,3.93,3.93,3.93,3.93,5965.0,{},1.793,2498,30,2020-06-23,1505
128,2020-04-16 14:30,3.93,3.93,3.93,3.93,14969.0,{},4.4995,2498,30,2020-06-23,1505
129,2020-04-16 15:00,3.93,3.93,3.93,3.93,17947.0,{},5.3947,2498,30,2020-06-23,1505
130,2020-04-17 10:00,4.1,4.07,4.21,4.01,1326816.0,{},398.827,2498,30,2020-06-23,1505
131,2020-04-17 10:30,4.07,4.09,4.11,4.03,241481.0,{},72.5867,2498,30,2020-06-23,1505
132,2020-04-17 11:00,4.09,4.02,4.09,4.01,144244.0,{},43.3582,2498,30,2020-06-23,1505
133,2020-04-17 11:30,4.02,4.05,4.06,4.01,80718.0,{},24.263,2498,30,2020-06-23,1505
134,2020-04-17 13:30,4.05,4.02,4.08,4.01,81672.0,{},24.5497,2498,30,2020-06-23,1505
135,2020-04-17 14:00,4.02,4.02,4.03,3.94,184194.0,{},55.3668,2498,30,2020-06-23,1505
136,2020-04-17 14:30,4.01,3.94,4.02,3.92,118716.0,{},35.6848,2498,30,2020-06-23,1505
137,2020-04-17 15:00,3.94,4.0,4.0,3.9,215815.0,{},64.8717,2498,30,2020-06-23,1505
138,2020-04-20 10:00,4.01,4.15,4.17,3.92,599388.0,{},180.1698,2498,30,2020-06-23,1505
139,2020-04-20 10:30,4.15,4.26,4.33,4.12,529614.0,{},159.1964,2498,30,2020-06-23,1505
140,2020-04-20 11:00,4.26,4.24,4.27,4.21,132525.0,{},39.8356,2498,30,2020-06-23,1505
141,2020-04-20 11:30,4.24,4.25,4.27,4.22,74082.0,{},22.2683,2498,30,2020-06-23,1505
142,2020-04-20 13:30,4.25,4.27,4.33,4.23,186511.0,{},56.0633,2498,30,2020-06-23,1505
143,2020-04-20 14:00,4.27,4.23,4.27,4.21,79213.0,{},23.8106,2498,30,2020-06-23,1505
144,2020-04-20 14:30,4.23,4.27,4.28,4.22,83065.0,{},24.9685,2498,30,2020-06-23,1505
145,2020-04-20 15:00,4.27,4.27,4.29,4.24,182307.0,{},54.7996,2498,30,2020-06-23,1505
146,2020-04-21 10:00,4.16,4.12,4.2,4.1,445121.0,{},133.7987,2498,30,2020-06-23,1505
147,2020-04-21 10:30,4.12,4.09,4.14,4.06,245285.0,{},73.7301,2498,30,2020-06-23,1505
148,2020-04-21 11:00,4.09,4.07,4.1,4.06,156400.0,{},47.0122,2498,30,2020-06-23,1505
149,2020-04-21 11:30,4.07,4.04,4.08,4.03,120894.0,{},36.3395,2498,30,2020-06-23,1505
150,2020-04-21 13:30,4.04,4.08,4.1,4.03,82761.0,{},24.8771,2498,30,2020-06-23,1505
151,2020-04-21 14:00,4.08,4.08,4.1,4.06,53244.0,{},16.0046,2498,30,2020-06-23,1505
152,2020-04-21 14:30,4.08,4.16,4.16,4.08,112830.0,{},33.9155,2498,30,2020-06-23,1505
153,2020-04-21 15:00,4.16,4.26,4.41,4.15,445007.0,{},133.7644,2498,30,2020-06-23,1505
154,2020-04-22 10:00,4.15,4.21,4.21,4.09,332284.0,{},99.8811,2498,30,2020-06-23,1505
155,2020-04-22 10:30,4.21,4.23,4.38,4.2,369008.0,{},110.9199,2498,30,2020-06-23,1505
156,2020-04-22 11:00,4.23,4.23,4.26,4.2,89054.0,{},26.7687,2498,30,2020-06-23,1505
157,2020-04-22 11:30,4.23,4.16,4.23,4.12,125760.0,{},37.8021,2498,30,2020-06-23,1505
158,2020-04-22 13:30,4.16,4.19,4.24,4.13,73797.0,{},22.1826,2498,30,2020-06-23,1505
159,2020-04-22 14:00,4.2,4.19,4.21,4.16,68100.0,{},20.4701,2498,30,2020-06-23,1505
160,2020-04-22 14:30,4.19,4.21,4.27,4.19,105917.0,{},31.8375,2498,30,2020-06-23,1505
161,2020-04-22 15:00,4.21,4.17,4.21,4.16,176601.0,{},53.0844,2498,30,2020-06-23,1505
162,2020-04-23 10:00,4.12,4.08,4.16,4.05,342467.0,{},102.942,2498,30,2020-06-23,1505
163,2020-04-23 10:30,4.08,4.08,4.08,4.01,229838.0,{},69.0869,2498,30,2020-06-23,1505
164,2020-04-23 11:00,4.08,4.08,4.1,4.04,64522.0,{},19.3946,2498,30,2020-06-23,1505
165,2020-04-23 11:30,4.08,4.06,4.09,4.05,40872.0,{},12.2857,2498,30,2020-06-23,1505
166,2020-04-23 13:30,4.06,4.08,4.09,4.04,53984.0,{},16.227,2498,30,2020-06-23,1505
167,2020-04-23 14:00,4.08,4.04,4.09,4.03,66629.0,{},20.028,2498,30,2020-06-23,1505
168,2020-04-23 14:30,4.05,4.03,4.06,4.02,88849.0,{},26.7071,2498,30,2020-06-23,1505
169,2020-04-23 15:00,4.03,4.0,4.04,3.98,252990.0,{},76.0461,2498,30,2020-06-23,1505
170,2020-04-24 10:00,4.02,4.16,4.17,4.0,422193.0,{},126.9068,2498,30,2020-06-23,1505
171,2020-04-24 10:30,4.16,4.38,4.4,4.15,1419999.0,{},426.8368,2498,30,2020-06-23,1505
172,2020-04-24 11:00,4.38,4.4,4.4,4.37,246311.0,{},74.0385,2498,30,2020-06-23,1505
173,2020-04-24 11:30,4.4,4.4,4.4,4.4,31341.0,{},9.4208,2498,30,2020-06-23,1505
174,2020-04-24 13:30,4.4,4.4,4.4,4.4,42159.0,{},12.6726,2498,30,2020-06-23,1505
175,2020-04-24 14:00,4.4,4.4,4.4,4.39,121797.0,{},36.6109,2498,30,2020-06-23,1505
176,2020-04-24 14:30,4.4,4.4,4.4,4.4,40001.0,{},12.0239,2498,30,2020-06-23,1505
177,2020-04-24 15:00,4.4,4.4,4.4,4.4,33739.0,{},10.1416,2498,30,2020-06-23,1505
178,2020-04-27 10:00,4.6,4.84,4.84,4.49,946849.0,{},284.6129,2498,30,2020-06-23,1505
179,2020-04-27 10:30,4.84,4.84,4.84,4.84,11806.0,{},3.5488,2498,30,2020-06-23,1505
180,2020-04-27 11:00,4.84,4.84,4.84,4.84,4417.0,{},1.3277,2498,30,2020-06-23,1505
181,2020-04-27 11:30,4.84,4.84,4.84,4.84,5200.0,{},1.5631,2498,30,2020-06-23,1505
182,2020-04-27 13:30,4.84,4.84,4.84,4.84,7394.0,{},2.2226,2498,30,2020-06-23,1505
183,2020-04-27 14:00,4.84,4.84,4.84,4.84,3203.0,{},0.9628,2498,30,2020-06-23,1505
184,2020-04-27 14:30,4.84,4.84,4.84,4.84,5707.0,{},1.7155,2498,30,2020-06-23,1505
185,2020-04-27 15:00,4.84,4.84,4.84,4.84,8835.0,{},2.6557,2498,30,2020-06-23,1505
186,2020-04-28 10:00,5.1,4.38,5.2,4.36,2152527.0,{},647.0271,2498,30,2020-06-23,1505
187,2020-04-28 10:30,4.38,4.61,4.67,4.38,316968.0,{},95.2773,2498,30,2020-06-23,1505
188,2020-04-28 11:00,4.61,4.86,5.1,4.61,431559.0,{},129.7221,2498,30,2020-06-23,1505
189,2020-04-28 11:30,4.88,4.88,4.95,4.83,155027.0,{},46.5995,2498,30,2020-06-23,1505
190,2020-04-28 13:30,4.88,4.74,4.9,4.67,120629.0,{},36.2598,2498,30,2020-06-23,1505
191,2020-04-28 14:00,4.74,4.74,4.81,4.69,94092.0,{},28.2831,2498,30,2020-06-23,1505
192,2020-04-28 14:30,4.74,4.7,4.95,4.7,207805.0,{},62.464,2498,30,2020-06-23,1505
193,2020-04-28 15:00,4.7,4.54,4.72,4.49,295800.0,{},88.9144,2498,30,2020-06-23,1505
194,2020-04-29 10:00,4.42,4.99,4.99,4.42,1337611.0,{},402.0719,2498,30,2020-06-23,1505
195,2020-04-29 10:30,4.99,4.99,4.99,4.99,57244.0,{},17.2069,2498,30,2020-06-23,1505
196,2020-04-29 11:00,4.99,4.93,4.99,4.93,331835.0,{},99.7461,2498,30,2020-06-23,1505
197,2020-04-29 11:30,4.93,4.99,4.99,4.91,245853.0,{},73.9008,2498,30,2020-06-23,1505
198,2020-04-29 13:30,4.99,4.92,4.99,4.89,441677.0,{},132.7635,2498,30,2020-06-23,1505
199,2020-04-29 14:00,4.92,4.83,4.96,4.78,455376.0,{},136.8813,2498,30,2020-06-23,1505
200,2020-04-29 14:30,4.83,4.95,4.97,4.82,262294.0,{},78.8428,2498,30,2020-06-23,1505
201,2020-04-29 15:00,4.95,4.99,4.99,4.86,364101.0,{},109.4449,2498,30,2020-06-23,1505
202,2020-04-30 10:00,5.01,4.88,5.12,4.72,1184010.0,{},355.901,2498,30,2020-06-23,1505
203,2020-04-30 10:30,4.88,4.94,5.04,4.81,410000.0,{},123.2417,2498,30,2020-06-23,1505
204,2020-04-30 11:00,4.94,4.88,4.96,4.87,144596.0,{},43.464,2498,30,2020-06-23,1505
205,2020-04-30 11:30,4.88,4.92,4.95,4.84,104188.0,{},31.3178,2498,30,2020-06-23,1505
206,2020-04-30 13:30,4.92,5.28,5.36,4.91,855256.0,{},257.081,2498,30,2020-06-23,1505
207,2020-04-30 14:00,5.28,5.49,5.49,5.2,1071050.0,{},321.9464,2498,30,2020-06-23,1505
208,2020-04-30 14:30,5.49,5.48,5.49,5.44,286583.0,{},86.1438,2498,30,2020-06-23,1505
209,2020-04-30 15:00,5.48,5.49,5.49,5.42,233321.0,{},70.1338,2498,30,2020-06-23,1505
210,2020-05-06 10:00,5.51,6.04,6.04,5.51,1459516.0,{},438.7152,2498,30,2020-06-23,1505
211,2020-05-06 10:30,6.04,6.04,6.04,6.04,13604.0,{},4.0892,2498,30,2020-06-23,1505
212,2020-05-06 11:00,6.04,6.04,6.04,6.04,10032.0,{},3.0155,2498,30,2020-06-23,1505
213,2020-05-06 11:30,6.04,6.04,6.04,6.04,4943.0,{},1.4858,2498,30,2020-06-23,1505
214,2020-05-06 13:30,6.04,6.04,6.04,6.04,8058.0,{},2.4222,2498,30,2020-06-23,1505
215,2020-05-06 14:00,6.04,6.04,6.04,6.04,3744.0,{},1.1254,2498,30,2020-06-23,1505
216,2020-05-06 14:30,6.04,6.04,6.04,6.04,2962.0,{},0.8903,2498,30,2020-06-23,1505
217,2020-05-06 15:00,6.04,6.04,6.04,6.04,9723.0,{},2.9226,2498,30,2020-06-23,1505
218,2020-05-07 10:00,6.35,6.15,6.49,5.77,2184769.0,{},656.7187,2498,30,2020-06-23,1505
219,2020-05-07 10:30,6.15,6.03,6.15,5.9,423590.0,{},127.3267,2498,30,2020-06-23,1505
220,2020-05-07 11:00,6.03,6.03,6.15,6.01,217147.0,{},65.2721,2498,30,2020-06-23,1505
221,2020-05-07 11:30,6.04,6.21,6.35,6.03,353157.0,{},106.1553,2498,30,2020-06-23,1505
222,2020-05-07 13:30,6.21,6.1,6.4,6.0,360839.0,{},108.4644,2498,30,2020-06-23,1505
223,2020-05-07 14:00,6.1,6.12,6.29,6.05,215214.0,{},64.6911,2498,30,2020-06-23,1505
224,2020-05-07 14:30,6.12,5.91,6.18,5.9,343739.0,{},103.3243,2498,30,2020-06-23,1505
225,2020-05-07 15:00,5.91,5.72,5.97,5.69,816676.0,{},245.4842,2498,30,2020-06-23,1505
226,2020-05-08 10:00,5.73,5.46,5.87,5.36,1655726.0,{},497.6939,2498,30,2020-06-23,1505
227,2020-05-08 10:30,5.46,5.37,5.47,5.26,820878.0,{},246.7473,2498,30,2020-06-23,1505
228,2020-05-08 11:00,5.37,5.4,5.48,5.31,237401.0,{},71.3603,2498,30,2020-06-23,1505
229,2020-05-08 11:30,5.4,5.38,5.44,5.36,116663.0,{},35.0677,2498,30,2020-06-23,1505
230,2020-05-08 13:30,5.38,5.54,5.63,5.37,368577.0,{},110.7904,2498,30,2020-06-23,1505
231,2020-05-08 14:00,5.54,5.44,5.58,5.4,165259.0,{},49.6751,2498,30,2020-06-23,1505
232,2020-05-08 14:30,5.44,5.41,5.44,5.36,158360.0,{},47.6014,2498,30,2020-06-23,1505
233,2020-05-08 15:00,5.41,5.37,5.41,5.32,449909.0,{},135.2379,2498,30,2020-06-23,1505
234,2020-05-11 10:00,5.25,5.36,5.44,5.2,996078.0,{},299.4106,2498,30,2020-06-23,1505
235,2020-05-11 10:30,5.36,5.32,5.38,5.27,293634.0,{},88.2633,2498,30,2020-06-23,1505
236,2020-05-11 11:00,5.32,5.28,5.34,5.26,194124.0,{},58.3516,2498,30,2020-06-23,1505
237,2020-05-11 11:30,5.28,5.28,5.31,5.26,135269.0,{},40.6604,2498,30,2020-06-23,1505
238,2020-05-11 13:30,5.28,5.23,5.3,5.18,300162.0,{},90.2256,2498,30,2020-06-23,1505
239,2020-05-11 14:00,5.23,5.18,5.23,5.14,382605.0,{},115.0071,2498,30,2020-06-23,1505
240,2020-05-11 14:30,5.18,5.27,5.28,5.14,279009.0,{},83.8672,2498,30,2020-06-23,1505
241,2020-05-11 15:00,5.28,5.53,5.59,5.28,815850.0,{},245.236,2498,30,2020-06-23,1505
242,2020-05-12 10:00,5.4,5.38,5.46,5.26,781005.0,{},234.7619,2498,30,2020-06-23,1505
243,2020-05-12 10:30,5.37,5.39,5.41,5.32,165054.0,{},49.6135,2498,30,2020-06-23,1505
244,2020-05-12 11:00,5.39,5.37,5.41,5.35,95595.0,{},28.7349,2498,30,2020-06-23,1505
245,2020-05-12 11:30,5.37,5.3,5.38,5.29,153782.0,{},46.2253,2498,30,2020-06-23,1505
246,2020-05-12 13:30,5.3,5.42,5.44,5.29,139388.0,{},41.8986,2498,30,2020-06-23,1505
247,2020-05-12 14:00,5.42,5.4,5.47,5.4,203023.0,{},61.0266,2498,30,2020-06-23,1505
