,code,name,cl,cljg,qz,files,gxsj
552,300480,光力科技,策略5,趋同折点买前,10,bsq10,202008022238
870,300561,汇金科技,策略5,趋同折点买前,10,bsq10,202008022238
1376,300256,星星科技,策略5,趋同折点买前,10,bsq10,202008022238
1559,600248,延长化建,策略5,趋同折点买前,10,bsq10,202008022238
1672,002891,中宠股份,策略5,趋同折点买前,10,bsq10,202008022238
1811,600845,宝信软件,策略5,趋同折点买前,10,bsq10,202008022238
2014,600082,海泰发展,策略5,趋同折点买前,10,bsq10,202008022238
2021,300002,神州泰岳,策略5,趋同折点买前,10,bsq10,202008022238
2125,002268,卫 士 通,策略5,趋同折点买前,10,bsq10,202008022238
2141,002757,南兴股份,策略5,趋同折点买前,10,bsq10,202008022238
2267,603860,中公高科,策略5,趋同折点买前,10,bsq10,202008022238
2438,002085,万丰奥威,策略5,趋同折点买前,10,bsq10,202008022238
2570,300287,飞利信,策略5,趋同折点买前,10,bsq10,202008022238
2752,300044,赛为智能,策略5,趋同折点买前,10,bsq10,202008022238
2821,002775,文科园林,策略5,趋同折点买前,10,bsq10,202008022238
2858,002254,泰和新材,策略5,趋同折点买前,10,bsq10,202008022238
3063,600117,西宁特钢,策略5,趋同折点买前,10,bsq10,202008022238
3081,600655,豫园股份,策略5,趋同折点买前,10,bsq10,202008022238
3124,600493,凤竹纺织,策略5,趋同折点买前,10,bsq10,202008022238
3315,002594,比亚迪,策略5,趋同折点买前,10,bsq10,202008022238
3423,300546,雄帝科技,策略5,趋同折点买前,10,bsq10,202008022238
3435,600317,XD营口港,策略5,趋同折点买前,10,bsq10,202008022238
3443,600322,天房发展,策略5,趋同折点买前,10,bsq10,202008022238
3509,002920,德赛西威,策略5,趋同折点买前,10,bsq10,202008022238
3547,000503,国新健康,策略5,趋同折点买前,10,bsq10,202008022238
3573,002790,瑞尔特,策略5,趋同折点买前,10,bsq10,202008022238
3615,002108,沧州明珠,策略5,趋同折点买前,10,bsq10,202008022238
3651,300375,鹏翎股份,策略5,趋同折点买前,10,bsq10,202008022238
3654,600028,中国石化,策略5,趋同折点买前,10,bsq10,202008022238
3784,601100,恒立液压,策略5,趋同折点买前,10,bsq10,202008022238
3796,600131,国网信通,策略5,趋同折点买前,10,bsq10,202008022238
3940,600405,动力源,策略5,趋同折点买前,10,bsq10,202008022238
3954,600660,福耀玻璃,策略5,趋同折点买前,10,bsq10,202008022238
3960,600691,阳煤化工,策略5,趋同折点买前,10,bsq10,202008022238
3978,600960,渤海汽车,策略5,趋同折点买前,10,bsq10,202008022238
3982,600983,惠而浦,策略5,趋同折点买前,10,bsq10,202008022238
3983,600987,航民股份,策略5,趋同折点买前,10,bsq10,202008022238
4051,300021,大禹节水,策略5,趋同折点买前,10,bsq10,202008022238
4108,002067,景兴纸业,策略5,趋同折点买前,10,bsq10,202008022238
4172,002661,克明面业,策略5,趋同折点买前,10,bsq10,202008022238
4175,603611,诺力股份,策略5,趋同折点买前,10,bsq10,202008022238
4196,002186,全 聚 德,策略5,趋同折点买前,10,bsq10,202008022238
4248,600099,林海股份,策略5,趋同折点买前,10,bsq10,202008022238
4275,000568,泸州老窖,策略5,趋同折点买前,10,bsq10,202008022238
4278,600903,贵州燃气,策略5,趋同折点买前,10,bsq10,202008022238
4340,601857,中国石油,策略5,趋同折点买前,10,bsq10,202008022238
4395,601008,连云港,策略5,趋同折点买前,10,bsq10,202008022238
4400,000759,中百集团,策略5,趋同折点买前,10,bsq10,202008022238
4451,002088,鲁阳节能,策略5,趋同折点买前,10,bsq10,202008022238
4481,600398,海澜之家,策略5,趋同折点买前,10,bsq10,202008022238
4527,603226,菲林格尔,策略5,趋同折点买前,10,bsq10,202008022238
4557,000758,中色股份,策略5,趋同折点买前,10,bsq10,202008022238
4560,300548,博创科技,策略5,趋同折点买前,10,bsq10,202008022238
4621,600011,华能国际,策略5,趋同折点买前,10,bsq10,202008022238
4624,002428,云南锗业,策略5,趋同折点买前,10,bsq10,202008022238
4634,002800,天顺股份,策略5,趋同折点买前,10,bsq10,202008022238
4701,000860,顺鑫农业,策略5,趋同折点买前,10,bsq10,202008022238
4784,300498,温氏股份,策略5,趋同折点买前,10,bsq10,202008022238
4813,603348,文灿股份,策略5,趋同折点买前,10,bsq10,202008022238
4829,601015,陕西黑猫,策略5,趋同折点买前,10,bsq10,202008022238
4928,600694,大商股份,策略5,趋同折点买前,10,bsq10,202008022238
4969,002387,维信诺,策略5,趋同折点买前,10,bsq10,202008022238
5102,002749,国光股份,策略5,趋同折点买前,10,bsq10,202008022238
5109,600031,三一重工,策略5,趋同折点买前,10,bsq10,202008022238
5187,000795,英洛华,策略5,趋同折点买前,10,bsq10,202008022238
5267,000818,航锦科技,策略5,趋同折点买前,10,bsq10,202008022238
5309,002829,星网宇达,策略5,趋同折点买前,10,bsq10,202008022238
5315,603569,长久物流,策略5,趋同折点买前,10,bsq10,202008022238
5376,600233,圆通速递,策略5,趋同折点买前,10,bsq10,202008022238
5399,603939,益丰药房,策略5,趋同折点买前,10,bsq10,202008022238
5505,601118,海南橡胶,策略5,趋同折点买前,10,bsq10,202008022238
5661,300492,华图山鼎,策略5,趋同折点买前,10,bsq10,202008022238
