,code,name,cl,cljg,qz,files,gxsj
97,603069,海汽集团,策略5,趋同折点买前,2,bsq2,202008020112
122,000421,南京公用,策略5,趋同折点买前,2,bsq2,202008020112
148,300120,经纬辉开,策略5,趋同折点买前,2,bsq2,202008020112
210,600165,新日恒力,策略5,趋同折点买前,2,bsq2,202008020112
212,002103,广博股份,策略5,趋同折点买前,2,bsq2,202008020112
387,300010,立思辰,策略5,趋同折点买前,2,bsq2,202008020112
483,002560,通达股份,策略5,趋同折点买前,2,bsq2,202008020112
590,000603,盛达资源,策略5,趋同折点买前,2,bsq2,202008020112
651,000962,东方钽业,策略5,趋同折点买前,2,bsq2,202008020112
682,002895,川恒股份,策略5,趋同折点买前,2,bsq2,202008020112
701,300458,全志科技,策略5,趋同折点买前,2,bsq2,202008020112
718,300465,高伟达,策略5,趋同折点买前,2,bsq2,202008020112
730,601212,白银有色,策略5,趋同折点买前,2,bsq2,202008020112
735,002008,大族激光,策略5,趋同折点买前,2,bsq2,202008020112
749,002382,蓝帆医疗,策略5,趋同折点买前,2,bsq2,202008020112
789,601899,紫金矿业,策略5,趋同折点买前,2,bsq2,202008020112
828,000913,钱江摩托,策略5,趋同折点买前,2,bsq2,202008020112
832,002787,华源控股,策略5,趋同折点买前,2,bsq2,202008020112
862,601519,大智慧,策略5,趋同折点买前,2,bsq2,202008020112
874,300624,万兴科技,策略5,趋同折点买前,2,bsq2,202008020112
900,600766,园城黄金,策略5,趋同折点买前,2,bsq2,202008020112
938,000987,越秀金控,策略5,趋同折点买前,2,bsq2,202008020112
948,603416,信捷电气,策略5,趋同折点买前,2,bsq2,202008020112
954,300481,濮阳惠成,策略5,趋同折点买前,2,bsq2,202008020112
961,300033,同花顺,策略5,趋同折点买前,2,bsq2,202008020112
1024,300118,东方日升,策略5,趋同折点买前,2,bsq2,202008020112
1033,300566,激智科技,策略5,趋同折点买前,2,bsq2,202008020112
1035,300633,开立医疗,策略5,趋同折点买前,2,bsq2,202008020112
1037,002906,华阳集团,策略5,趋同折点买前,2,bsq2,202008020112
1076,002026,山东威达,策略5,趋同折点买前,2,bsq2,202008020112
1079,600018,XD上港集,策略5,趋同折点买前,2,bsq2,202008020112
1096,603600,永艺股份,策略5,趋同折点买前,2,bsq2,202008020112
1102,300692,中环环保,策略5,趋同折点买前,2,bsq2,202008020112
1109,000975,银泰黄金,策略5,趋同折点买前,2,bsq2,202008020112
1142,603016,新宏泰,策略5,趋同折点买前,2,bsq2,202008020112
1148,300760,迈瑞医疗,策略5,趋同折点买前,2,bsq2,202008020112
1158,002731,萃华珠宝,策略5,趋同折点买前,2,bsq2,202008020112
1162,300600,瑞特股份,策略5,趋同折点买前,2,bsq2,202008020112
1181,000506,中润资源,策略5,趋同折点买前,2,bsq2,202008020112
1195,002735,王子新材,策略5,趋同折点买前,2,bsq2,202008020112
1200,603055,台华新材,策略5,趋同折点买前,2,bsq2,202008020112
1228,300382,斯莱克,策略5,趋同折点买前,2,bsq2,202008020112
1237,603730,岱美股份,策略5,趋同折点买前,2,bsq2,202008020112
1275,002922,伊戈尔,策略5,趋同折点买前,2,bsq2,202008020112
1283,603008,喜临门,策略5,趋同折点买前,2,bsq2,202008020112
1299,002335,科华恒盛,策略5,趋同折点买前,2,bsq2,202008020112
1301,601028,玉龙股份,策略5,趋同折点买前,2,bsq2,202008020112
1306,002049,紫光国微,策略5,趋同折点买前,2,bsq2,202008020112
1316,600460,士兰微,策略5,趋同折点买前,2,bsq2,202008020112
1350,002777,久远银海,策略5,趋同折点买前,2,bsq2,202008020112
1388,300413,芒果超媒,策略5,趋同折点买前,2,bsq2,202008020112
1396,300004,南风股份,策略5,趋同折点买前,2,bsq2,202008020112
1425,002732,燕塘乳业,策略5,趋同折点买前,2,bsq2,202008020112
1431,300670,大烨智能,策略5,趋同折点买前,2,bsq2,202008020112
1439,300681,英搏尔,策略5,趋同折点买前,2,bsq2,202008020112
1452,000903,云内动力,策略5,趋同折点买前,2,bsq2,202008020112
1465,600458,时代新材,策略5,趋同折点买前,2,bsq2,202008020112
1476,603377,东方时尚,策略5,趋同折点买前,2,bsq2,202008020112
1541,000068,华控赛格,策略5,趋同折点买前,2,bsq2,202008020112
1566,300206,理邦仪器,策略5,趋同折点买前,2,bsq2,202008020112
1580,603690,至纯科技,策略5,趋同折点买前,2,bsq2,202008020112
1586,603129,春风动力,策略5,趋同折点买前,2,bsq2,202008020112
1590,300496,中科创达,策略5,趋同折点买前,2,bsq2,202008020112
1627,002453,华软科技,策略5,趋同折点买前,2,bsq2,202008020112
1631,000570,苏常柴Ａ,策略5,趋同折点买前,2,bsq2,202008020112
1639,002073,软控股份,策略5,趋同折点买前,2,bsq2,202008020112
1677,300363,博腾股份,策略5,趋同折点买前,2,bsq2,202008020112
1707,300444,双杰电气,策略5,趋同折点买前,2,bsq2,202008020112
1718,300220,金运激光,策略5,趋同折点买前,2,bsq2,202008020112
1739,603128,华贸物流,策略5,趋同折点买前,2,bsq2,202008020112
1778,002349,精华制药,策略5,趋同折点买前,2,bsq2,202008020112
1781,300663,科蓝软件,策略5,趋同折点买前,2,bsq2,202008020112
1791,002127,南极电商,策略5,趋同折点买前,2,bsq2,202008020112
1813,600835,上海机电,策略5,趋同折点买前,2,bsq2,202008020112
1826,600051,宁波联合,策略5,趋同折点买前,2,bsq2,202008020112
1841,603698,航天工程,策略5,趋同折点买前,2,bsq2,202008020112
1865,002114,罗平锌电,策略5,趋同折点买前,2,bsq2,202008020112
1869,002152,广电运通,策略5,趋同折点买前,2,bsq2,202008020112
1917,300611,美力科技,策略5,趋同折点买前,2,bsq2,202008020112
1921,300738,奥飞数据,策略5,趋同折点买前,2,bsq2,202008020112
1925,002841,视源股份,策略5,趋同折点买前,2,bsq2,202008020112
1954,600682,南京新百,策略5,趋同折点买前,2,bsq2,202008020112
1967,002038,双鹭药业,策略5,趋同折点买前,2,bsq2,202008020112
1985,002857,三晖电气,策略5,趋同折点买前,2,bsq2,202008020112
1987,300688,创业黑马,策略5,趋同折点买前,2,bsq2,202008020112
1999,600497,驰宏锌锗,策略5,趋同折点买前,2,bsq2,202008020112
