,code,name,cl,clname,gxsj
413,600723,首商股份,1,策略4----高于50(向上趋势中) d50,202007112220
417,300094,国联水产,1,策略4----高于50(向上趋势中) d50,202007112220
420,002239,奥特佳,1,策略4----高于50(向上趋势中) d50,202007112220
422,600598,北大荒,1,策略4----高于50(向上趋势中) d50,202007112220
424,002930,宏川智慧,1,策略4----高于50(向上趋势中) d50,202007112220
429,300318,博晖创新,1,策略4----高于50(向上趋势中) d50,202007112220
431,603466,风语筑,1,策略4----高于50(向上趋势中) d50,202007112220
434,603301,振德医疗,1,策略4----高于50(向上趋势中) d50,202007112220
435,600587,新华医疗,1,策略4----高于50(向上趋势中) d50,202007112220
439,600828,茂业商业,1,策略4----高于50(向上趋势中) d50,202007112220
442,603305,旭升股份,1,策略4----高于50(向上趋势中) d50,202007112220
445,600543,莫高股份,1,策略4----高于50(向上趋势中) d50,202007112220
447,300190,维尔利,1,策略4----高于50(向上趋势中) d50,202007112220
451,601116,三江购物,1,策略4----高于50(向上趋势中) d50,202007112220
453,002438,江苏神通,1,策略4----高于50(向上趋势中) d50,202007112220
455,002457,青龙管业,1,策略4----高于50(向上趋势中) d50,202007112220
457,300008,天海防务,1,策略4----高于50(向上趋势中) d50,202007112220
459,600528,中铁工业,1,策略4----高于50(向上趋势中) d50,202007112220
461,300701,森霸传感,1,策略4----高于50(向上趋势中) d50,202007112220
463,600089,特变电工,1,策略4----高于50(向上趋势中) d50,202007112220
466,600830,香溢融通,1,策略4----高于50(向上趋势中) d50,202007112220
469,600196,复星医药,1,策略4----高于50(向上趋势中) d50,202007112220
472,601677,明泰铝业,1,策略4----高于50(向上趋势中) d50,202007112220
474,600011,华能国际,1,策略4----高于50(向上趋势中) d50,202007112220
475,000949,新乡化纤,1,策略4----高于50(向上趋势中) d50,202007112220
478,603278,大业股份,1,策略4----高于50(向上趋势中) d50,202007112220
481,600067,冠城大通,1,策略4----高于50(向上趋势中) d50,202007112220
485,300198,纳川股份,1,策略4----高于50(向上趋势中) d50,202007112220
490,300480,光力科技,1,策略4----高于50(向上趋势中) d50,202007112220
493,000625,长安汽车,1,策略4----高于50(向上趋势中) d50,202007112220
496,002154,报 喜 鸟,1,策略4----高于50(向上趋势中) d50,202007112220
500,300718,长盛轴承,1,策略4----高于50(向上趋势中) d50,202007112220
501,000627,天茂集团,1,策略4----高于50(向上趋势中) d50,202007112220
504,600496,精工钢构,1,策略4----高于50(向上趋势中) d50,202007112220
506,000856,冀东装备,1,策略4----高于50(向上趋势中) d50,202007112220
507,600094,大名城,1,策略4----高于50(向上趋势中) d50,202007112220
509,000590,启迪古汉,1,策略4----高于50(向上趋势中) d50,202007112220
513,300556,丝路视觉,1,策略4----高于50(向上趋势中) d50,202007112220
517,002262,恩华药业,1,策略4----高于50(向上趋势中) d50,202007112220
519,603090,宏盛股份,1,策略4----高于50(向上趋势中) d50,202007112220
523,300007,汉威科技,1,策略4----高于50(向上趋势中) d50,202007112220
526,000715,中兴商业,1,策略4----高于50(向上趋势中) d50,202007112220
527,603322,超讯通信,1,策略4----高于50(向上趋势中) d50,202007112220
529,600389,江山股份,1,策略4----高于50(向上趋势中) d50,202007112220
532,300677,英科医疗,1,策略4----高于50(向上趋势中) d50,202007112220
534,300098,高新兴,1,策略4----高于50(向上趋势中) d50,202007112220
537,002258,利尔化学,1,策略4----高于50(向上趋势中) d50,202007112220
540,000593,大通燃气,1,策略4----高于50(向上趋势中) d50,202007112220
543,002726,龙大肉食,1,策略4----高于50(向上趋势中) d50,202007112220
545,603606,东方电缆,1,策略4----高于50(向上趋势中) d50,202007112220
547,002520,日发精机,1,策略4----高于50(向上趋势中) d50,202007112220
